AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;TEMPERATURA_MINIMA;TEMPERATURA_MAXIMA;TEMPERATURA_MEDIA
2016;2;RAMALES DE LA VICTORIA-ETAP;Cantabria;Cantabria;-2,4;19,8;9,376
2016;2;RASQUERA;Cataluña;Tarragona;-2,9;23,0;10,633
2016;2;REUS (CENTRE LECTURA);Cataluña;Tarragona;3,4;22,8;12,831
2016;2;REUS, AEROPUERTO;Cataluña;Tarragona;-0,5;23,8;12,145
2016;2;RIAÑO-ERMITA QUINTANILLA;Castilla y León;León;-9,2;12,8;3,238
2016;2;RIBADAVIA;Galicia;Ourense;-0,7;19,3;9,35
2016;2;RIBADEO, VILAFRAMIL;Galicia;Lugo;2,2;18,2;10,534
2016;2;RINCON DE LA VICTORIA (AUTOMATICA);Andalucía;Málaga;6,9;25,2;15,916
2016;2;RIPOLL;Cataluña;Girona;-5,6;21,3;7,027
2016;2;RIVILLA DE BARAJAS;Castilla y León;Ávila;-5,8;12,8;5,019
2016;2;RODA DE ANDALUCÍA;Andalucía;Sevilla;-1,9;23,5;10,433
2016;2;RODEIRO-VILAMAIOR;Galicia;Pontevedra;-4,3;15,7;5,786
2016;2;ROJALES, EL MOLINO;Comunitat Valenciana;Alicante/Alacant;2,8;25,8;14,345
2016;2;RONCESVALLES/ORREAGA;Comunidad Foral de Navarra;Navarra;-6,2;14,7;3,95
2016;2;RONDA, IES;Andalucía;Málaga;-1,6;21,3;9,231
2016;2;RONZÓN;Principado de Asturias;Asturias;-1,9;19,5;7,996
2016;2;ROQUETAS DE MAR-FARO SABINAR;Andalucía;Almería;3,8;20,7;13,945
2016;2;ROTA;Andalucía;Cádiz;0,8;22,8;13,309
2016;2;ROZAS DE PUERTO REAL;Comunidad de Madrid;Madrid;-3,3;15,3;5,805
2016;2;RUEDA;Castilla y León;Valladolid;-4,4;15,5;6,298
2016;2;SA POBLA-SA CANOVA;Illes Balears;Illes Balears;0,2;22,5;11,938
2016;2;SABINOSA-BALNEARIO;Canarias;Santa Cruz de Tenerife;14,6;24,8;18,766
2016;2;SABIÑÁNIGO;Aragón;Huesca;-7,0;21,5;5,472
2016;2;SAELICES EL CHICO;Castilla y León;Salamanca;-4,8;15,6;6,726
2016;2;SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA);Comunitat Valenciana;Valencia/València;-0,7;25,5;13,026
2016;2;SAHECHORES-HELIPUERTO;Castilla y León;León;-7,5;13,4;3,991
2016;2;SALAMANCA,OBS.;Castilla y León;Salamanca;-3,1;15,4;7,11
2016;2;SALAMANCA/MATACAN;Castilla y León;Salamanca;-5,1;14,7;5,876
2016;2;SALOBREÑA;Andalucía;Granada;4,4;23,1;13,943
2016;2;SALVACAÑETE;Castilla - La Mancha;Cuenca;-9,4;18,3;4,462
2016;2;SAN ANDRÉS-DEPÓSITO CABILDO;Canarias;Santa Cruz de Tenerife;4,3;21,9;10,495
2016;2;SAN ANTOLIN DE IBIAS-LINARES;Principado de Asturias;Asturias;-1,7;15,8;5,6
2016;2;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);Canarias;Las Palmas;2,6;22,2;12,729
2016;2;SAN BARTOLOME TIRAJANA (EL MATORRAL);Canarias;Las Palmas;10,5;23,6;18,493
2016;2;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;Canarias;Las Palmas;11,6;25,3;18,771
2016;2;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;Canarias;Las Palmas;4,3;24,7;14,35
2016;2;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;Canarias;Las Palmas;5,3;25,0;15,51
2016;2;SAN CLEMENTE;Castilla - La Mancha;Cuenca;-3,1;15,6;6,825
2016;2;SAN FELICES DE BUELNA-TARRIBA;Cantabria;Cantabria;-2,5;20,5;9,395
2016;2;SAN FERNANDO;Andalucía;Cádiz;4,5;21,8;14,112
2016;2;SAN JOSE DEL VALLE-PT GUADALCACÍN;Andalucía;Cádiz;1,8;23,4;12,978
2016;2;SAN JUAN RAMBLA-MIRADOR MAZAPÉ;Canarias;Santa Cruz de Tenerife;8,7;20,9;14,819
2016;2;SAN MATEO (CORRAL DE LOS JUNCOS);Canarias;Las Palmas;-0,9;22,1;8,681
2016;2;SAN NICOLAS T.-TASARTE/COPARLITA;Canarias;Las Palmas;8,9;26,5;17,509
2016;2;SAN NICOLAS TOLENTINO (DEPURADORA);Canarias;Las Palmas;10,3;23,4;17,348
2016;2;SAN PEDRO MANRIQUE;Castilla y León;Soria;-10,9;15,7;4,097
2016;2;SAN RAFAEL;Castilla y León;Segovia;-11,8;14,3;2,972
2016;2;SAN ROQUE, SOTOGRANDE;Andalucía;Cádiz;2,7;21,1;13,957
2016;2;SAN SEBASTIÁN DE LA GOMERA;Canarias;Santa Cruz de Tenerife;11,9;24,2;19,166
2016;2;SAN VICENTE, FARO;Cantabria;Cantabria;-0,2;17,3;9,547
2016;2;SANT HILARI;Cataluña;Girona;-4,5;19,9;6,731
2016;2;SANT JAUME;Cataluña;Tarragona;1,5;21,7;11,95
2016;2;SANT JOAN DE LABRITJA;Illes Balears;Illes Balears;-1,7;21,1;11,4
2016;2;SANT JULIÀ DE VILATORTA;Cataluña;Barcelona;-4,8;19,5;6,634
2016;2;SANT PAU DE SEGURIES;Cataluña;Girona;-6,7;17,6;5,54
2016;2;SANTA CRUZ DE TENERIFE;Canarias;Santa Cruz de Tenerife;11,7;25,3;18,603
2016;2;SANTA ELENA;Andalucía;Jaén;-2,3;17,8;7,947
2016;2;SANTA EULALIA  DEL CAMPO;Aragón;Teruel;-8,8;16,6;5,534
2016;2;SANTA GADEA DE ALFOZ;Castilla y León;Burgos;-7,4;13,0;4,029
2016;2;SANTA MARÍA;Illes Balears;Illes Balears;-0,7;22,0;11,095
2016;2;SANTA SUSANNA;Cataluña;Barcelona;0,0;23,1;9,602
2016;2;SANTANDER AEROPUERTO;Cantabria;Cantabria;-0,8;20,7;10,588
2016;2;SANTANDER I,CMT;Cantabria;Cantabria;2,0;19,8;10,769
2016;2;SANTANDER,CMT;Cantabria;Cantabria;2,3;20,0;10,884
2016;2;SANTANDER/PARAYAS;Cantabria;Cantabria;0,0;20,3;10,814
2016;2;SANTANYÍ;Illes Balears;Illes Balears;6,6;20,1;13,14
2016;2;SANTIAGO DE COMPOSTELA;Galicia;A Coruña;-0,7;18,9;9,114
2016;2;SANTIAGO DE COMPOSTELA/LAVACOLLA;Galicia;A Coruña;-1,9;16,7;8,236
2016;2;SANTIBAÑEZ DE VIDRIALES;Castilla y León;Zamora;-5,5;15,2;5,4
2016;2;SARDÓN DE DUERO;Castilla y León;Valladolid;-8,1;17,8;5,473
2016;2;SARGENTES DE LORA-CAMPO PETROLÍFERO;Castilla y León;Burgos;-10,7;14,6;3,703
2016;2;SARIÑENA, DEPÓSITO;Aragón;Huesca;-3,9;19,4;8,184
2016;2;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;Canarias;Santa Cruz de Tenerife;8,9;19,9;15,143
2016;2;SEGE;Castilla - La Mancha;Albacete;-3,4;21,0;7,31
2016;2;SEGORBE, MASIA HOYA;Comunitat Valenciana;Castellón/Castelló;-3,0;21,9;10,648
2016;2;SEGOVIA;Castilla y León;Segovia;-6,3;15,5;5,012
2016;2;SEIRA;Aragón;Huesca;-5,5;20,6;5,572
2016;2;SERRADILLA (AUTOMATICA);Extremadura;Cáceres;-2,4;18,3;9,364
2016;2;SEVILLA/SAN PABLO;Andalucía;Sevilla;0,3;22,8;13,097
2016;2;SIERRA DE ALFABIA;Illes Balears;Illes Balears;-1,3;16,1;6,317
2016;2;SIGÜENZA;Castilla - La Mancha;Guadalajara;-10,0;16,7;4,269
2016;2;SILLEDA;Galicia;Pontevedra;-1,3;20,1;8,248
2016;2;SILOS-DEPURADORA;Canarias;Santa Cruz de Tenerife;11,0;24,3;18,066
2016;2;SINEU-POLIESPORTIU;Illes Balears;Illes Balears;-0,5;21,5;11,234
2016;2;SITGES, VALLCARCA;Cataluña;Barcelona;2,9;22,4;11,648
2016;2;SOBA-ALTO MIERA;Cantabria;Cantabria;-3,4;15,5;6,205
2016;2;SOBRADO DOS MONXES;Galicia;A Coruña;-4,1;17,8;6,521
2016;2;SOMOSIERRA;Comunidad de Madrid;Madrid;-9,7;12,7;1,907
2016;2;SON SERVERA-CAN PEP MONJO;Illes Balears;Illes Balears;2,9;22,3;12,514
2016;2;SOPEIRA;Aragón;Huesca;-2,6;20,3;7,011
2016;2;SOPUERTA;País Vasco;Bizkaia;-2,0;20,6;9,453
2016;2;SORIA;Castilla y León;Soria;-8,0;17,0;4,355
2016;2;SOS DEL REY CATÓLICO;Aragón;Zaragoza;-4,0;18,7;7,447
2016;2;SOTILLO DE LA ADRADA;Castilla y León;Ávila;1,8;19,4;9,18
2016;2;SOTO DE VALDEÓN (AUTOMATICA);Castilla y León;León;-7,7;14,2;4,047
2016;2;SOUTU, LA BARCA;Principado de Asturias;Asturias;-1,1;18,1;8,005
2016;2;TABLADA;Andalucía;Sevilla;0,9;22,4;12,993
2016;2;TACORON-LAPILLAS-TORTUGA;Canarias;Santa Cruz de Tenerife;12,8;28,1;19,412
2016;2;TACORONTE-A S.E.A.;Canarias;Santa Cruz de Tenerife;7,0;22,4;15,6
2016;2;TALARN;Cataluña;Lleida;-3,7;17,9;6,834
2016;2;TALAVERA DE LA REINA;Castilla - La Mancha;Toledo;-5,1;18,5;8,717
2016;2;TAMA;Cantabria;Cantabria;-3,7;20,2;8,074
2016;2;TAMARITE DE LITERA, LA MELUSA;Aragón;Huesca;-5,1;20,7;7,822
2016;2;TARANCON;Castilla - La Mancha;Cuenca;-4,0;16,4;7,44
2016;2;TARAZONA;Aragón;Zaragoza;-1,8;18,9;8,034
2016;2;TARIFA;Andalucía;Cádiz;5,6;20,6;14,683
2016;2;TARRAGONA, FAC. GEOGRAFIA;Cataluña;Tarragona;1,1;24,3;12,588
2016;2;TAZACORTE;Canarias;Santa Cruz de Tenerife;12,8;24,0;19,17
2016;2;TEGUISE (LA GRACIOSA);Canarias;Las Palmas;10,5;22,2;18,47
2016;2;TEGUISE LA GRACIOSA-HELIPUERTO;Canarias;Las Palmas;10,2;23,1;17,959
2016;2;TEJEDA-CRUZ DE TEJEDA;Canarias;Las Palmas;-0,1;19,6;9,098
2016;2;TELDE-CENTRO FORESTAL DORAMAS;Canarias;Las Palmas;8,1;23,1;15,547
2016;2;TELDE-MELENARA;Canarias;Las Palmas;11,0;22,5;18,252
2016;2;TEMBLEQUE;Castilla - La Mancha;Toledo;-7,8;16,6;7,245
2016;2;TENERIFE-GÜIMAR;Canarias;Santa Cruz de Tenerife;9,5;23,5;16,886
2016;2;TENERIFE/LOS RODEOS;Canarias;Santa Cruz de Tenerife;5,5;21,0;13,334
2016;2;TENERIFE/SUR;Canarias;Santa Cruz de Tenerife;10,7;26,7;19,388
2016;2;TEROR-OSORIO;Canarias;Las Palmas;5,8;21,4;12,698
2016;2;TERUEL;Aragón;Teruel;-9,8;18,3;5,938
2016;2;TIAS-LAS VEGAS;Canarias;Las Palmas;8,5;24,0;15,293
2016;2;TIELMES;Comunidad de Madrid;Madrid;-6,1;17,8;7,807
2016;2;TIJARAFE-MIRADOR TIME;Canarias;Santa Cruz de Tenerife;6,8;23,4;14,407
2016;2;TINAJO-LOS DOLORES;Canarias;Las Palmas;9,3;23,4;15,617
2016;2;TOBARRA;Castilla - La Mancha;Albacete;-3,4;20,5;10,169
2016;2;TOLEDO;Castilla - La Mancha;Toledo;-2,9;18,1;9,143
2016;2;TOMELLOSO;Castilla - La Mancha;Ciudad Real;-4,6;18,4;7,755
2016;2;TONA;Cataluña;Barcelona;-3,9;20,4;7,275
2016;2;TONA (ESCOLA);Cataluña;Barcelona;-4,2;20,1;6,955
2016;2;TOPARES;Andalucía;Almería;-4,7;19,6;6,086
2016;2;TORLA;Aragón;Huesca;-4,6;17,7;5,202
2016;2;TORNAVACAS;Extremadura;Cáceres;-2,4;15,9;6,264
2016;2;TORRE PACHECO (C.C.A. AUT.);Región de Murcia;Murcia;2,6;25,5;13,65
2016;2;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);Comunitat Valenciana;Castellón/Castelló;2,5;25,9;13,124
2016;2;TORRECILLA DE LOS ANGELES;Extremadura;Cáceres;-3,4;18,3;8,405
2016;2;TORRELAVEGA-SIERRAPANDO;Cantabria;Cantabria;0,6;20,2;9,904
2016;2;TORREMOLINOS;Andalucía;Málaga;6,2;23,3;14,597
2016;2;TORRES;Andalucía;Jaén;-2,6;17,8;7,593
2016;2;TORROX,FARO;Andalucía;Málaga;9,4;18,6;14,34
2016;2;TORTOSA;Cataluña;Tarragona;0,2;24,6;13,129
2016;2;TORÀ;Cataluña;Lleida;-6,4;18,2;6,071
2016;2;TRESVISO;Cantabria;Cantabria;-3,3;15,2;5,622
2016;2;TRETO;Cantabria;Cantabria;-0,2;19,9;10,066
2016;2;TUDELA;Comunidad Foral de Navarra;Navarra;-2,0;19,7;8,467
2016;2;TUINEJE-PUERTO GRAN TARAJAL;Canarias;Las Palmas;10,8;25,5;18,731
2016;2;TUIXENT;Cataluña;Lleida;-6,6;20,5;4,464
2016;2;TURIS;Comunitat Valenciana;Valencia/València;-2,6;23,5;11,95
2016;2;UCERO;Castilla y León;Soria;-9,3;15,3;4,302
2016;2;UTIEL, LA CUBERA;Comunitat Valenciana;Valencia/València;-6,6;19,8;7,784
2016;2;VALCARLOS/LUZAIDE;Comunidad Foral de Navarra;Navarra;-2,6;22,1;8,43
2016;2;VALDEMORILLO;Comunidad de Madrid;Madrid;-5,3;15,9;6,8
2016;2;VALDEPEÑAS;Castilla - La Mancha;Ciudad Real;-5,1;18,7;8,041
2016;2;VALDERROBRES;Aragón;Teruel;-6,3;19,5;7,29
2016;2;VALDEZCARAY;La Rioja;La Rioja;-12,0;15,3;1,682
2016;2;VALENCIA DE ALCÁNTARA;Extremadura;Cáceres;-1,4;17,0;8,976
2016;2;VALENCIA DE DON JUAN;Castilla y León;León;-4,1;14,6;5,507
2016;2;VALENCIA DT;Comunitat Valenciana;Valencia/València;4,1;23,5;14,409
2016;2;VALENCIA UPV;Comunitat Valenciana;Valencia/València;4,2;23,0;14,01
2016;2;VALENCIA/AEROPUERTO;Comunitat Valenciana;Valencia/València;-1,5;23,5;12,648
2016;2;VALL DE BIANYA;Cataluña;Girona;-4,9;23,7;8,01
2016;2;VALLADOLID;Castilla y León;Valladolid;-4,4;14,6;5,955
2016;2;VALLADOLID/VILLANUBLA;Castilla y León;Valladolid;-6,5;14,6;5,067
2016;2;VALLE DE HECHO, HECHO-DEPÓSITO;Aragón;Huesca;-7,4;19,5;5,245
2016;2;VALLEHERMOSO-ALTO IGUALERO;Canarias;Santa Cruz de Tenerife;0,8;19,9;9,039
2016;2;VALLEHERMOSO-CHIPUDE C.F.;Canarias;Santa Cruz de Tenerife;2,7;22,4;10,986
2016;2;VALLEHERMOSO-DAMA;Canarias;Santa Cruz de Tenerife;10,8;24,8;17,928
2016;2;VALLESECO;Canarias;Las Palmas;4,4;23,6;12,067
2016;2;VALLS;Cataluña;Tarragona;-1,4;21,8;10,612
2016;2;VALMADRID;Aragón;Zaragoza;-3,0;19,0;8,248
2016;2;VALSEQUILLO;Andalucía;Córdoba;-3,3;18,2;8,21
2016;2;VALVERDE CAMINO (CH.GUADIANA AUTOMATICA);Andalucía;Huelva;-0,5;22,5;11,412
2016;2;VALVERDE DE FRESNO;Extremadura;Cáceres;-1,8;18,9;9,057
2016;2;VANDELLÒS;Cataluña;Tarragona;3,6;23,3;12,46
2016;2;VEJER DE LA FRONTERA;Andalucía;Cádiz;4,5;23,5;13,059
2016;2;VICTORIA-DEPÓSITO MARRERO;Canarias;Santa Cruz de Tenerife;6,9;22,7;13,624
2016;2;VIGO-O CASTRO;Galicia;Pontevedra;2,8;17,9;10,603
2016;2;VIGO/PEINADOR;Galicia;Pontevedra;0,9;18,5;9,664
2016;2;VILAFRANCA DEL PENEDÈS;Cataluña;Barcelona;-1,3;22,1;10,633
2016;2;VILAGARCIA DE AROUSA;Galicia;Pontevedra;0,1;20,0;10,688
2016;2;VILASSAR DE DALT;Cataluña;Barcelona;3,2;23,4;12,464
2016;2;VILLABLINO;Castilla y León;León;-8,0;17,2;4,459
2016;2;VILLACARRIEDO - SANTIBAÑEZ;Cantabria;Cantabria;-3,2;17,8;8,62
2016;2;VILLADEPERA;Castilla y León;Zamora;-3,2;13,4;5,655
2016;2;VILLAELES DE VALDAVIA;Castilla y León;Palencia;-7,0;14,2;4,221
2016;2;VILLAFRANCA;Comunitat Valenciana;Castellón/Castelló;-9,8;17,7;5,555
2016;2;VILLAFRANCA DE LOS BARROS;Extremadura;Badajoz;-3,7;18,2;9,152
2016;2;VILLAFRÍA II;Castilla y León;Burgos;-8,3;15,6;4,372
2016;2;VILLAFÁFILA;Castilla y León;Zamora;-4,6;15,7;6,043
2016;2;VILLALÓN DE CAMPOS;Castilla y León;Valladolid;-5,0;15,4;5,828
2016;2;VILLAMAYOR DE LOS MONTES;Castilla y León;Burgos;-6,8;14,9;4,772
2016;2;VILLAMECA;Castilla y León;León;-5,3;12,5;4,076
2016;2;VILLANUEVA DE CÓRDOBA;Andalucía;Córdoba;-1,6;18,6;8,257
2016;2;VILLANUEVA DE LOS INFANTES;Castilla - La Mancha;Ciudad Real;-4,4;17,1;6,766
2016;2;VILLANUEVA DEL ARZOBISPO;Andalucía;Jaén;-4,0;20,2;8,607
2016;2;VILLANUEVA DEL FRESNO;Extremadura;Badajoz;-0,8;19,4;10,369
2016;2;VILLAPUN;Castilla y León;Palencia;-6,2;13,4;4,014
2016;2;VILLAR DE OTERO (LOS TROBOS);Castilla y León;León;-4,8;17,1;5,669
2016;2;VILLARDECIERVOS;Castilla y León;Zamora;-6,0;15,0;5,374
2016;2;VILLARES DEL SAZ;Castilla - La Mancha;Cuenca;-5,5;15,3;6,321
2016;2;VILLARINO DE LOS AIRES;Castilla y León;Salamanca;-3,2;15,4;6,859
2016;2;VILLARRASA, PLANTA DE RECICLAJE;Andalucía;Huelva;-1,6;22,9;11,941
2016;2;VILLARROBLEDO;Castilla - La Mancha;Albacete;-4,5;17,8;7,667
2016;2;VILLARRODRIGO;Andalucía;Jaén;-3,7;19,6;7,647
2016;2;VILLENA;Comunitat Valenciana;Alicante/Alacant;-9,3;21,5;9,826
2016;2;VIMIANZO-CASTRELO;Galicia;A Coruña;-0,8;15,7;8,357
2016;2;VINAROZ;Comunitat Valenciana;Castellón/Castelló;-2,6;24,3;10,545
2016;2;VINUESA;Castilla y León;Soria;-11,7;16,4;3,574
2016;2;VISO DEL MARQUÉS;Castilla - La Mancha;Ciudad Real;-3,2;17,8;7,695
2016;2;VITIGUDINO;Castilla y León;Salamanca;-3,8;14,9;6,321
2016;2;VITORIA-GASTEIZ AEROPUERTO;País Vasco;Araba/Álava;-5,6;17,3;6,493
2016;2;VÁLOR;Andalucía;Granada;-0,5;20,0;10,166
2016;2;VÉLEZ-MALAGA;Andalucía;Málaga;4,2;25,0;14,94
2016;2;XINZO DE LIMIA;Galicia;Ourense;-2,0;16,0;6,45
2016;2;XÁTIVA;Comunitat Valenciana;Valencia/València;-1,0;24,1;13,505
2016;2;YAIZA-PLAYA BLANCA;Canarias;Las Palmas;10,8;24,8;17,691
2016;2;YECLA;Región de Murcia;Murcia;-5,2;20,4;9,595
2016;2;ZAFRA (AUTOMATICA);Extremadura;Badajoz;-2,4;18,6;9,05
2016;2;ZAMORA;Castilla y León;Zamora;-3,2;15,9;6,852
2016;2;ZAOREJAS;Castilla - La Mancha;Guadalajara;-8,6;15,4;3,755
2016;2;ZARAGOZA (CANAL);Aragón;Zaragoza;-0,5;21,2;9,838
2016;2;ZARAGOZA, AEROPUERTO;Aragón;Zaragoza;-0,8;21,9;9,581
2016;2;ZARAGOZA, VALDESPARTERA;Aragón;Zaragoza;-0,8;21,2;9,471
2016;2;ZARAUTZ-UNTZAIN;País Vasco;Gipuzkoa;-0,3;19,9;10,122
2016;2;ZARCILLA DE RAMOS;Región de Murcia;Murcia;-1,7;22,5;10,61
2016;2;ZARZA LA MAYOR;Extremadura;Cáceres;-0,5;18,5;9,74
2016;2;ZORITA;Extremadura;Cáceres;-1,0;17,9;9,728
2016;2;ZUMAIA;País Vasco;Gipuzkoa;-0,4;18,6;9,802
2016;2;ZUMARRAGA;País Vasco;Gipuzkoa;-3,8;16,8;6,324
2016;2;ÁGUILAS;Región de Murcia;Murcia;4,9;26,2;15,129
2016;2;ÁLORA, LAS PELONAS;Andalucía;Málaga;1,0;23,3;13,538
2016;2;ÁVILA;Castilla y León;Ávila;-6,6;15,1;4,814
2016;3;A CAÑIZA;Galicia;Pontevedra;0,8;19,3;8,634
2016;3;A CORUÑA;Galicia;A Coruña;4,1;17,1;11,045
2016;3;A CORUÑA/ALVEDRO;Galicia;A Coruña;0,4;18,5;10,163
2016;3;A ESTRADA;Galicia;Pontevedra;0,0;19,3;9,339
2016;3;A LAMA;Galicia;Pontevedra;-1,4;17,6;8,384
2016;3;ABADIÑO, URKIOLA;País Vasco;Bizkaia;-1,1;19,2;5,415
2016;3;ABANILLA;Región de Murcia;Murcia;1,4;27,6;14,19
2016;3;ABENOJAR (AUTOMATICA);Castilla - La Mancha;Ciudad Real;-0,1;23,5;8,789
2016;3;ABIA DE OBISPALIA;Castilla - La Mancha;Cuenca;-4,6;23,2;6,705
2016;3;ABLA;Andalucía;Almería;2,9;25,8;11,795
2016;3;ADEJE-CALDERA B;Canarias;Santa Cruz de Tenerife;12,2;27,7;18,448
2016;3;ADEMUZ;Comunitat Valenciana;Valencia/València;-4,5;25,8;8,213
2016;3;ADRA,CLUB NAÚTICO;Andalucía;Almería;10,9;23,2;16,065
2016;3;AGAETE-CASCO;Canarias;Las Palmas;13,8;24,9;18,692
2016;3;AGUAS DE CABREIROA;Galicia;Ourense;-2,8;21,2;8,705
2016;3;AGUILAR (LAGUNA ZOÑAR AUTOMATICA);Andalucía;Córdoba;0,6;25,3;11,14
2016;3;AGUILAR DE CAMPOO;Castilla y León;Palencia;-4,6;15,9;4,794
2016;3;AGULO-JUEGO BOLAS;Canarias;Santa Cruz de Tenerife;7,9;23,3;12,497
2016;3;AGURAIN/SALVATIERRA, OPAKUA;País Vasco;Araba/Álava;-1,1;19,5;5,924
2016;3;AGÜIMES-EL MILANO;Canarias;Las Palmas;10,9;23,4;16,481
2016;3;ALAJAR, CABEZO MOLINOS;Andalucía;Huelva;3,0;21,2;11,113
2016;3;ALBACETE,OBS.;Castilla - La Mancha;Albacete;-1,1;26,9;9,542
2016;3;ALBACETE/LOS LLANOS;Castilla - La Mancha;Albacete;-2,2;26,2;8,784
2016;3;ALBARRACÍN;Aragón;Teruel;-6,4;21,3;5,339
2016;3;ALBERCA DE ZANCARA;Castilla - La Mancha;Cuenca;-1,8;24,5;8,002
2016;3;ALBOX;Andalucía;Almería;3,7;27,8;13,84
2016;3;ALBURQUERQUE;Extremadura;Badajoz;-0,5;20,9;10,239
2016;3;ALCALA DE HENARES-ENCÍN;Comunidad de Madrid;Madrid;4,0;23,3;11,325
2016;3;ALCAZAR DE SAN JUAN;Castilla - La Mancha;Ciudad Real;-0,6;25,8;9,669
2016;3;ALCAÑICES-VIVINERA;Castilla y León;Zamora;-3,3;17,2;6,727
2016;3;ALCAÑIZ;Aragón;Teruel;-0,6;23,5;9,234
2016;3;ALCONCHEL (AUTOMATICA);Extremadura;Badajoz;0,3;21,0;11,011
2016;3;ALCOY;Comunitat Valenciana;Alicante/Alacant;1,3;27,1;11,777
2016;3;ALCUESCAR;Extremadura;Cáceres;0,5;18,7;9,508
2016;3;ALCÁZAR DEL REY;Castilla - La Mancha;Cuenca;-2,1;22,2;7,298
2016;3;ALDEANUEVA DE SERREZUELA-EL CERRO;Castilla y León;Segovia;-3,7;17,3;4,427
2016;3;ALFARO, AYUNTAMIENTO;La Rioja;La Rioja;-2,2;24,0;8,756
2016;3;ALFORJA;Cataluña;Tarragona;2,3;22,1;9,897
2016;3;ALGARROBO (LA MAYORA - AUTOMATICA);Andalucía;Málaga;5,7;25,6;14,295
2016;3;ALHAMA (COMARZA - AUT.);Región de Murcia;Murcia;2,3;27,2;13,661
2016;3;ALHAMA DE ARAGÓN, DEPÓSITO;Aragón;Zaragoza;-5,0;24,2;7,894
2016;3;ALICANTE;Comunitat Valenciana;Alicante/Alacant;4,4;27,5;14,558
2016;3;ALICANTE-ELCHE/AEROPUERTO;Comunitat Valenciana;Alicante/Alacant;4,1;27,2;14,371
2016;3;ALISEDA, LA UMBRÍA;Extremadura;Cáceres;-0,6;20,0;10,274
2016;3;ALLARIZ-ROIMELO;Galicia;Ourense;-2,7;18,5;8,332
2016;3;ALMADEN PLATA (LAS NAVAS AUTOMATICA);Andalucía;Sevilla;3,0;21,6;11,379
2016;3;ALMAGRO / FAMET;Castilla - La Mancha;Ciudad Real;-2,4;25,7;8,985
2016;3;ALMANSA;Castilla - La Mancha;Albacete;-3,5;21,8;8,589
2016;3;ALMAZUL;Castilla y León;Soria;-5,4;19,4;5,26
2016;3;ALMENDRALEJO;Extremadura;Badajoz;1,5;22,4;10,405
2016;3;ALMERÍA/AEROPUERTO;Andalucía;Almería;6,6;21,7;14,177
2016;3;ALMONTE, DOÑANA;Andalucía;Huelva;1,2;24,5;11,963
2016;3;ALMUDÉVAR;Aragón;Huesca;-2,2;22,1;8,466
2016;3;ALOSNO, THARSIS-MINAS;Andalucía;Huelva;3,0;22,3;11,348
2016;3;ALPANDEIRE;Andalucía;Málaga;3,7;24,2;11,319
2016;3;ALPEDRETE;Comunidad de Madrid;Madrid;-1,9;19,7;7,874
2016;3;ALTAMIRA;Cantabria;Cantabria;3,6;23,9;9,683
2016;3;ALTO CAMPOO;Cantabria;Cantabria;-7,3;16,1;3,415
2016;3;ALTO DE LOS LEONES;Castilla y León;Segovia;-5,6;12,9;1,447
2016;3;AMIEVA, PANIZALES;Principado de Asturias;Asturias;0,9;21,1;8,906
2016;3;AMOREBIETA-ETXANO;País Vasco;Bizkaia;-0,3;23,6;9,306
2016;3;AMURRIO;País Vasco;Araba/Álava;0,6;22,3;8,566
2016;3;ANAGA-COL. REP. ARGENTINA;Canarias;Santa Cruz de Tenerife;12,1;22,6;17,761
2016;3;ANDORRA, HORCALLANA;Aragón;Teruel;-1,2;21,3;7,723
2016;3;ANDÚJAR;Andalucía;Jaén;-1,1;27,2;11,048
2016;3;ANGUIANO, VALVANERA;La Rioja;La Rioja;-5,1;18,3;4,471
2016;3;ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES);Andalucía;Málaga;2,3;26,9;11,69
2016;3;ANTEQUERA-BOBADILLA;Andalucía;Málaga;-1,2;25,4;10,732
2016;3;ANTIGUA-EL CARBÓN;Canarias;Las Palmas;8,3;23,4;15,714
2016;3;ARAGÜÉS DEL PUERTO, DEPÓSITO;Aragón;Huesca;-3,8;18,1;5,485
2016;3;ARAMAIO, ETXAGUEN;País Vasco;Araba/Álava;-1,1;19,5;6,034
2016;3;ARANDA DE DUERO;Castilla y León;Burgos;-6,9;20,7;5,498
2016;3;ARANGUREN, ILUNDAIN;Comunidad Foral de Navarra;Navarra;-1,0;19,8;6,436
2016;3;ARANJUEZ;Comunidad de Madrid;Madrid;-3,6;25,1;8,876
2016;3;ARCHENA;Región de Murcia;Murcia;4,7;27,4;14,956
2016;3;ARCOS DE JALÓN-COEX;Castilla y León;Soria;-4,7;20,9;6,356
2016;3;ARENOS-PANTANO;Comunitat Valenciana;Castellón/Castelló;0,8;23,3;10,019
2016;3;ARENYS DE MAR;Cataluña;Barcelona;3,5;22,6;11,871
